room_id;host_id;room_type;reviews;good_rating;rating;overall_satisfaction;accommodates;bedrooms;price;last_modified;latitude;longitude
17527519;21512297;Entire home/apt;0;0;0;0;2;0;69;2017-06-29 14:56:33.782427;52.227642;20.981751
17478948;102223515;Entire home/apt;14;1;5;5;4;1;69;2017-06-29 14:51:33.710098;52.250398;21.012587
17466122;118293939;Entire home/apt;1;0;0;0;4;1;69;2017-06-29 14:51:41.466475;52.219718;21.020686
17250931;12421198;Entire home/apt;0;0;0;0;4;2;69;2017-06-29 14:53:56.195970;52.225083;21.019342
17184041;16054261;Entire home/apt;4;1;5;5;4;1;69;2017-06-29 14:51:45.385647;52.237996;21.025698
17156580;4420635;Entire home/apt;0;0;0;0;4;1;69;2017-06-29 14:55:55.043146;52.232534;21.002594
17127932;113183111;Entire home/apt;3;1;5;5;4;1;69;2017-06-29 14:52:00.550876;52.177601;20.993744
17042699;27464570;Entire home/apt;0;0;0;0;4;1;69;2017-06-29 14:56:16.945510;52.231557;20.997408
16674546;47084183;Entire home/apt;10;1;4,5;04,05,2017;4;1;69;2017-06-29 14:51:57.018093;52.234193;21.018577
16475052;108135593;Entire home/apt;0;0;0;0;4;1;69;2017-06-29 14:51:45.375928;52.231493;21.011068
16388082;1883574;Entire home/apt;15;1;5;5;8;0;69;2017-06-29 14:51:35.147963;52.233924;21.024578
16362292;107132048;Entire home/apt;2;0;0;0;8;1;69;2017-06-29 14:52:00.572122;52.233608;21.024756
16249635;27464570;Entire home/apt;1;0;0;0;4;2;69;2017-06-29 14:51:57.037247;52.249678;21.011084
16143838;45217556;Entire home/apt;6;1;5;5;4;1;69;2017-06-29 14:51:52.438430;52.24283;20.9978
16062027;92609757;Entire home/apt;1;0;0;0;7;2;69;2017-06-29 14:54:34.046862;52.230488;20.99303
16037244;36440148;Entire home/apt;23;1;4,5;04,05,2017;4;1;69;2017-06-29 14:51:39.358003;52.24971;21.012499
15908366;103202793;Entire home/apt;6;1;5;5;3;1;69;2017-06-29 14:52:25.522657;52.238101;21.021859
15895578;3195004;Entire home/apt;11;1;4;4;6;2;69;2017-06-29 14:52:00.587341;52.226855;21.011041
15831181;21512297;Entire home/apt;0;0;0;0;2;1;69;2017-06-29 14:56:21.157217;52.223749;20.970515
15817835;26308998;Entire home/apt;6;1;5;5;4;0;69;2017-06-29 14:51:43.269624;52.237271;21.003745
15709213;101457165;Entire home/apt;14;1;5;5;2;1;69;2017-06-29 14:54:32.050042;52.178203;20.991441
15466922;2377298;Entire home/apt;4;1;5;5;4;1;69;2017-06-29 14:52:09.873229;52.176737;20.993996
15370764;10778566;Entire home/apt;1;0;0;0;5;1;69;2017-06-29 14:52:40.622342;52.225652;21.023151
15211967;62807859;Entire home/apt;3;1;5;5;4;2;69;2017-06-29 14:57:54.448263;52.138725;21.000797
15171062;58182809;Entire home/apt;19;1;5;5;5;2;69;2017-06-29 14:51:39.354839;52.199047;21.016948
15160164;96182214;Entire home/apt;0;0;0;0;4;0;69;2017-06-29 14:54:02.524236;52.204276;21.019736
15153433;95816294;Entire home/apt;1;0;0;0;4;0;69;2017-06-29 14:51:58.634561;52.238106;21.115768
15086302;95157575;Entire home/apt;12;1;5;5;5;2;69;2017-06-29 14:51:58.626274;52.206843;21.016889
14870656;16054261;Entire home/apt;14;1;4,5;04,05,2017;4;0;69;2017-06-29 14:51:45.370386;52.246635;21.019674
14796499;2726798;Entire home/apt;0;0;0;0;3;0;69;2017-06-29 14:56:33.770079;52.227288;20.982556
14772192;9502558;Entire home/apt;0;0;0;0;4;2;69;2017-06-29 14:53:36.645044;52.257754;20.972393
14621608;10719349;Entire home/apt;1;0;0;0;4;2;69;2017-06-29 14:56:52.417161;52.188933;20.989158
14370569;51433780;Entire home/apt;2;0;0;0;5;2;69;2017-06-29 14:52:40.625036;52.240442;20.981426
14285009;2295802;Entire home/apt;12;1;5;5;3;0;69;2017-06-29 14:52:13.242274;52.248359;21.059576
14274937;34722118;Entire home/apt;3;1;4,5;04,05,2017;6;2;69;2017-06-29 14:55:55.056119;52.234339;21.003963
14229781;73521559;Entire home/apt;0;0;0;0;2;1;69;2017-06-29 14:55:53.363308;52.234119;21.00408
14064801;84442217;Entire home/apt;1;0;0;0;5;3;69;2017-06-29 14:54:02.518088;52.200059;21.012403
14003412;36735452;Entire home/apt;13;1;5;5;4;1;69;2017-06-29 14:52:32.155926;52.226123;21.024398
13947555;82438693;Entire home/apt;0;0;0;0;6;2;69;2017-06-29 14:53:58.611625;52.21979;21.015161
13938095;82874412;Entire home/apt;0;0;0;0;4;1;69;2017-06-29 14:57:51.229048;52.1473;21.019123
13867468;33006283;Entire home/apt;10;1;4,5;04,05,2017;4;2;69;2017-06-29 14:51:35.106803;52.232876;20.997371
13862703;33006283;Entire home/apt;9;1;4,5;04,05,2017;4;2;69;2017-06-29 14:51:52.448137;52.232901;20.995976
13862335;64268737;Entire home/apt;40;1;5;5;6;3;69;2017-06-29 14:51:31.398129;52.240823;20.995316
13789355;18308715;Entire home/apt;0;0;0;0;4;1;69;2017-06-29 14:52:04.089349;52.236209;21.004208
13728058;65793080;Entire home/apt;0;0;0;0;10;3;69;2017-06-29 14:52:14.902393;52.244481;21.097543
13673047;27496370;Entire home/apt;35;1;5;5;7;2;69;2017-06-29 14:52:19.276397;52.219144;21.020856
13586311;4915719;Entire home/apt;21;1;5;5;3;1;69;2017-06-29 14:51:33.734938;52.222292;21.016523
13445619;76757164;Entire home/apt;97;1;5;5;4;1;69;2017-06-29 14:51:29.529189;52.233572;21.010235
13431240;6452265;Entire home/apt;18;1;4,5;04,05,2017;4;2;69;2017-06-29 14:51:33.732023;52.25326;21.008309
13183145;73739999;Entire home/apt;4;1;4,5;04,05,2017;6;2;69;2017-06-29 14:52:43.384532;52.229998;20.97019
13016490;51433780;Entire home/apt;20;1;5;5;4;1;69;2017-06-29 14:52:00.576739;52.234661;21.016528
12914198;28758743;Entire home/apt;1;0;0;0;4;1;69;2017-06-29 14:54:21.656083;52.231099;20.976869
12818551;10214608;Entire home/apt;6;1;5;5;4;1;69;2017-06-29 14:51:45.353151;52.233731;21.02389
12489975;16797742;Entire home/apt;7;1;5;5;4;1;69;2017-06-29 14:53:58.615949;52.203235;21.019549
12479768;12619311;Entire home/apt;0;0;0;0;4;1;69;2017-06-29 14:52:34.087017;52.234434;21.010197
12377251;26308998;Entire home/apt;3;1;4,5;04,05,2017;4;1;69;2017-06-29 14:51:48.301935;52.186866;21.022723
12297837;57848774;Entire home/apt;0;0;0;0;8;3;69;2017-06-29 14:53:39.641801;52.254055;20.991342
11970561;61817252;Entire home/apt;0;0;0;0;2;1;69;2017-06-29 14:52:09.877856;52.19827;20.965324
11767487;4485503;Entire home/apt;0;0;0;0;4;1;69;2017-06-29 14:53:58.621233;52.233561;21.014857
11601263;61386102;Entire home/apt;2;0;0;0;4;0;69;2017-06-29 14:54:30.378545;52.213057;21.020277
11568882;11676886;Entire home/apt;18;1;5;5;4;2;69;2017-06-29 14:51:41.448275;52.233184;21.002249
10666916;55084321;Entire home/apt;88;1;5;5;6;2;69;2017-06-29 14:51:29.509857;52.251784;21.009389
10519409;8768723;Entire home/apt;46;1;5;5;5;2;69;2017-06-29 14:52:04.100369;52.219856;20.984268
10008525;2726798;Entire home/apt;5;1;4;4;3;1;69;2017-06-29 14:56:19.271855;52.226675;20.980595
10006046;2726798;Entire home/apt;0;0;0;0;3;1;69;2017-06-29 14:56:24.589373;52.22686;20.98272
9987136;2384053;Entire home/apt;1;0;0;0;4;1;69;2017-06-29 14:53:16.166310;52.240852;21.001656
9837748;26308998;Entire home/apt;36;1;5;5;6;2;69;2017-06-29 14:51:39.381901;52.202415;20.951891
9557983;11426387;Entire home/apt;5;1;4,5;04,05,2017;4;0;69;2017-06-29 14:52:14.919567;52.230453;21.036967
9024229;43473971;Entire home/apt;2;0;0;0;4;0;69;2017-06-29 15:33:39.021328;52.236482;21.023174
9002272;9965505;Entire home/apt;15;1;5;5;6;1;69;2017-06-29 14:51:41.472260;52.251008;21.012112
8865319;24896817;Entire home/apt;95;1;4,5;04,05,2017;7;1;69;2017-06-29 14:51:33.739824;52.223835;21.012487
8823735;26308998;Entire home/apt;35;1;4,5;04,05,2017;4;2;69;2017-06-29 14:51:41.488997;52.22883;21.021792
8546081;15501615;Entire home/apt;25;1;4;4;4;2;69;2017-06-29 14:51:43.288093;52.229804;21.012303
8251155;2606932;Entire home/apt;14;1;4,5;04,05,2017;6;2;69;2017-06-29 14:54:25.822336;52.22143;20.983485
7670306;21456273;Entire home/apt;3;1;5;5;4;2;69;2017-06-29 14:51:48.306338;52.216839;20.987267
7504209;7319941;Entire home/apt;8;1;5;5;4;1;69;2017-06-29 14:55:57.035278;52.223768;21.009829
7464871;4986819;Entire home/apt;0;0;0;0;2;0;69;2017-06-29 14:57:00.541419;52.19842;20.967351
7378081;4986819;Entire home/apt;0;0;0;0;3;0;69;2017-06-29 14:57:15.608809;52.200455;20.969118
7374233;4986819;Entire home/apt;0;0;0;0;3;0;69;2017-06-29 14:57:15.605621;52.19997;20.968819
7373506;4986819;Entire home/apt;0;0;0;0;3;0;69;2017-06-29 14:57:08.236194;52.19957;20.967445
7372248;4986819;Entire home/apt;0;0;0;0;4;0;69;2017-06-29 14:57:00.533997;52.200447;20.967249
7371572;4986819;Entire home/apt;0;0;0;0;2;0;69;2017-06-29 14:56:58.996972;52.19901;20.968714
6999392;4986819;Entire home/apt;0;0;0;0;2;1;69;2017-06-29 14:57:15.601135;52.201891;20.969329
6996828;36685699;Entire home/apt;4;1;5;5;4;2;69;2017-06-29 14:52:13.220025;52.225449;21.038657
6978956;36595980;Entire home/apt;16;1;5;5;6;2;69;2017-06-29 14:57:18.718304;52.130877;21.076682
6971693;36555383;Entire home/apt;27;1;5;5;4;1;69;2017-06-29 14:51:36.934451;52.249874;21.011102
6808518;25640812;Entire home/apt;2;0;0;0;2;0;69;2017-06-29 14:52:00.582191;52.228964;20.999275
6756561;23382076;Entire home/apt;0;0;0;0;4;1;69;2017-06-29 14:56:55.786418;52.201567;20.965467
6658954;34834690;Entire home/apt;15;1;4,5;04,05,2017;4;2;69;2017-06-29 14:51:52.450764;52.232786;21.012593
6633675;34722118;Entire home/apt;3;1;5;5;4;1;69;2017-06-29 14:53:23.079763;52.229185;21.011168
6633535;34722118;Entire home/apt;1;0;0;0;4;1;69;2017-06-29 14:55:55.024745;52.235799;21.005011
6447498;25640812;Entire home/apt;0;0;0;0;3;0;69;2017-06-29 14:55:05.357566;52.229818;20.999797
6253432;32482461;Entire home/apt;32;1;5;5;8;1;69;2017-06-29 14:51:41.478103;52.25195;21.008447
5848996;24227684;Entire home/apt;31;1;4,5;04,05,2017;4;1;69;2017-06-29 14:51:36.963729;52.237082;21.008163
5800035;21512297;Entire home/apt;2;0;0;0;4;1;69;2017-06-29 14:56:31.926429;52.231347;20.974004
5792133;21512297;Entire home/apt;1;0;0;0;4;1;69;2017-06-29 14:56:31.972411;52.231046;20.975931
5146206;26606979;Entire home/apt;0;0;0;0;2;1;69;2017-06-29 14:51:57.042505;52.222128;21.064435
5099185;25640812;Entire home/apt;2;0;0;0;3;0;69;2017-06-29 14:51:54.426635;52.226248;21.011306
5066536;25640812;Entire home/apt;3;1;5;5;3;0;69;2017-06-29 14:51:58.617533;52.230287;21.000125
5046501;25640812;Entire home/apt;6;1;4,5;04,05,2017;3;0;69;2017-06-29 14:52:37.914100;52.229739;20.999674
4993484;25640812;Entire home/apt;1;0;0;0;2;0;69;2017-06-29 14:53:19.096136;52.230513;21.000096
4278201;22210984;Entire home/apt;1;0;0;0;5;0;69;2017-06-29 14:56:29.694756;52.23195;20.960096
3952343;20485346;Entire home/apt;9;1;4,5;04,05,2017;4;1;69;2017-06-29 14:52:09.896987;52.218657;20.981329
3632109;18308715;Entire home/apt;39;1;4,5;04,05,2017;4;1;69;2017-06-29 14:51:45.350636;52.235501;21.006233
3629952;18105988;Entire home/apt;83;1;5;5;4;2;69;2017-06-29 14:51:29.512220;52.247163;20.994714
3557926;17912360;Entire home/apt;0;0;0;0;2;0;69;2017-06-29 14:56:52.424305;52.227357;20.983929
3413323;17046244;Entire home/apt;121;1;5;5;4;2;69;2017-06-29 14:51:29.506811;52.224795;21.0148
3286498;4986819;Entire home/apt;2;0;0;0;3;0;69;2017-06-29 14:57:08.224636;52.200806;20.969073
3285546;4986819;Entire home/apt;1;0;0;0;3;0;69;2017-06-29 14:57:15.617183;52.199843;20.968789
3285094;2384053;Entire home/apt;2;0;0;0;4;1;69;2017-06-29 14:52:37.934995;52.252854;20.999907
2983719;15216198;Entire home/apt;54;1;4,5;04,05,2017;8;1;69;2017-06-29 14:51:31.384312;52.249254;21.083283
2960643;3001859;Entire home/apt;8;1;4,5;04,05,2017;6;2;69;2017-06-29 14:53:36.649991;52.2427;20.998297
2649231;4986819;Entire home/apt;2;0;0;0;2;1;69;2017-06-29 14:56:58.980603;52.19868;20.968879
2473296;12649152;Entire home/apt;18;1;5;5;3;0;69;2017-06-29 14:51:45.356134;52.236489;21.023174
2300711;2384053;Entire home/apt;3;1;5;5;4;1;69;2017-06-29 14:52:14.942417;52.262545;21.036051
2058708;3893238;Entire home/apt;3;0;3,5;03,05,2017;4;2;69;2017-06-29 14:53:39.614208;52.260716;21.024755
1953235;4986819;Entire home/apt;4;1;5;5;4;0;69;2017-06-29 14:56:57.315281;52.198208;20.968665
1953060;4986819;Entire home/apt;4;1;5;5;2;0;69;2017-06-29 14:57:08.201007;52.199893;20.968512
1928379;4986819;Entire home/apt;0;0;0;0;2;0;69;2017-06-29 14:57:00.536422;52.200325;20.967388
1799491;2384053;Entire home/apt;7;1;4,5;04,05,2017;2;1;69;2017-06-29 14:51:58.631570;52.220687;21.022002
1389705;4426579;Entire home/apt;8;1;4,5;04,05,2017;7;3;69;2017-06-29 14:51:45.363544;52.232785;20.990905
1269714;6911343;Entire home/apt;0;0;0;0;4;3;69;2017-06-29 14:54:06.877048;52.197668;21.014972
507664;2502138;Entire home/apt;0;0;0;0;2;1;69;2017-06-29 14:53:39.617132;52.278489;20.9444
486093;2405986;Entire home/apt;1;0;0;0;3;1;69;2017-06-29 14:52:09.867603;52.232294;21.011025
18180350;26364139;Entire home/apt;2;0;0;0;4;1;68;2017-06-29 14:52:28.672457;52.223121;21.009304
17403641;27207084;Entire home/apt;0;0;0;0;7;1;68;2017-06-29 14:56:22.925389;52.233596;20.986877
15030604;26364139;Entire home/apt;12;1;5;5;4;1;68;2017-06-29 14:51:35.121917;52.235222;21.021464
13215926;512329;Entire home/apt;24;1;5;5;4;1;68;2017-06-29 14:51:41.486147;52.204085;21.022142
11388142;6806322;Entire home/apt;2;0;0;0;4;1;68;2017-06-29 14:53:13.629005;52.234081;20.979614
10147327;2384053;Entire home/apt;2;0;0;0;4;1;68;2017-06-29 14:52:30.255330;52.232717;20.936085
6062928;31468885;Entire home/apt;36;1;4,5;04,05,2017;6;2;68;2017-06-29 14:51:43.282891;52.205762;21.022477
1083073;5954684;Entire home/apt;22;1;5;5;3;1;68;2017-06-29 14:54:02.552766;52.235218;21.015557
961449;2384053;Entire home/apt;22;1;4,5;04,05,2017;4;1;68;2017-06-29 14:51:45.344866;52.257465;20.994795
570605;2807694;Entire home/apt;3;1;5;5;5;1;68;2017-06-29 14:52:40.619438;52.219892;20.997573
17376046;117424831;Entire home/apt;1;0;0;0;6;2;67;2017-06-29 14:52:06.049265;52.254669;21.010081
15437229;98990349;Entire home/apt;3;1;4,5;04,05,2017;4;1;67;2017-06-29 14:51:43.260831;52.178088;20.993496
13913002;81594215;Entire home/apt;0;0;0;0;4;1;67;2017-06-29 14:54:30.362803;52.238458;20.989207
9129545;2384053;Entire home/apt;2;0;0;0;3;0;67;2017-06-29 14:52:45.226526;52.219252;20.984772
8536987;44920161;Entire home/apt;39;1;5;5;2;1;67;2017-06-29 14:51:41.469397;52.236274;20.999499
4126138;4304641;Entire home/apt;140;1;5;5;4;1;67;2017-06-29 14:52:16.601559;52.253243;21.007045
804917;2504673;Entire home/apt;23;1;5;5;4;1;67;2017-06-29 14:51:29.517024;52.2343;21.015958
492760;2435205;Entire home/apt;0;0;0;0;2;1;67;2017-06-29 14:54:04.448837;52.235906;21.0119
19424205;26364139;Entire home/apt;0;0;0;0;4;1;66;2017-06-29 14:52:00.553969;52.240066;20.995182
19358600;4485503;Entire home/apt;0;0;0;0;5;1;66;2017-06-29 14:52:00.590325;52.236099;21.008875
19341435;135351460;Private room;0;0;0;0;4;1;66;2017-06-29 13:40:04.319689;52.132605;21.017393
19327851;4485503;Entire home/apt;0;0;0;0;5;1;66;2017-06-29 14:52:00.562894;52.234775;21.009933
19324304;4485503;Entire home/apt;0;0;0;0;5;1;66;2017-06-29 14:53:58.593214;52.234448;21.009895
18992359;96661701;Entire home/apt;0;0;0;0;4;1;66;2017-06-29 14:51:52.462304;52.242584;20.995091
18762262;105629484;Entire home/apt;0;0;0;0;4;1;66;2017-06-29 14:51:43.256720;52.226764;21.075772
18474622;126383240;Entire home/apt;3;1;5;5;2;0;66;2017-06-29 14:52:30.281426;52.233125;21.020174
18174506;25051849;Entire home/apt;4;1;5;5;2;1;66;2017-06-29 14:52:57.386294;52.249162;21.012769
18102409;124690742;Entire home/apt;0;0;0;0;4;1;66;2017-06-29 15:02:29.932699;52.186089;21.005133
17476929;102223515;Entire home/apt;9;1;5;5;4;1;66;2017-06-29 14:51:35.144238;52.249373;21.012516
17355808;102268792;Entire home/apt;3;1;5;5;4;1;66;2017-06-29 14:56:16.933163;52.232223;20.972057
17277417;27207084;Entire home/apt;0;0;0;0;10;2;66;2017-06-29 14:56:52.419164;52.221988;20.98145
17172068;96661701;Entire home/apt;1;0;0;0;4;1;66;2017-06-29 14:51:45.373196;52.22798;20.988791
16631439;85232661;Entire home/apt;0;0;0;0;2;1;66;2017-06-29 14:56:55.793067;52.200599;20.969104
16613526;55165704;Entire home/apt;0;0;0;0;4;1;66;2017-06-29 14:52:00.584794;52.233852;21.002193
16612782;55165704;Entire home/apt;0;0;0;0;4;1;66;2017-06-29 14:52:02.449078;52.232388;20.999941
16132459;26828018;Entire home/apt;0;0;0;0;4;2;66;2017-06-29 14:52:13.239328;52.259016;21.043708
16130144;51433780;Entire home/apt;3;1;4,5;04,05,2017;4;1;66;2017-06-29 14:56:44.954676;52.176944;20.992645
15754753;36440148;Entire home/apt;26;1;5;5;4;1;66;2017-06-29 14:51:35.133163;52.249447;21.010048
14811517;55165704;Entire home/apt;2;0;0;0;5;3;66;2017-06-29 14:52:02.468778;52.232061;21.001012
14811281;55165704;Entire home/apt;4;1;5;5;4;2;66;2017-06-29 14:51:52.442532;52.229616;21.012918
14286724;87194036;Entire home/apt;1;0;0;0;2;0;66;2017-06-29 14:56:51.233623;52.187163;20.995083
14285954;87194036;Entire home/apt;0;0;0;0;2;0;66;2017-06-29 15:02:33.703318;52.188835;20.993071
13599459;51433780;Entire home/apt;11;1;5;5;4;1;66;2017-06-29 14:56:40.198057;52.179024;20.99275
12351473;11676886;Entire home/apt;14;1;4,5;04,05,2017;4;2;66;2017-06-29 14:51:41.462353;52.234787;21.003931
12271208;65793080;Entire home/apt;5;1;4;4;9;2;66;2017-06-29 14:55:32.185993;52.238042;20.986934
10230497;52574073;Entire home/apt;13;1;5;5;6;1;66;2017-06-29 14:56:21.167467;52.231654;20.999232
10113462;51900123;Entire home/apt;12;1;5;5;3;1;66;2017-06-29 14:51:41.459851;52.233566;21.020641
10061945;27464570;Entire home/apt;1;0;0;0;4;1;66;2017-06-29 14:52:40.607777;52.253433;20.993876
9834784;2726798;Entire home/apt;0;0;0;0;3;1;66;2017-06-29 15:32:01.864370;52.225337;20.980781
9763040;5764852;Entire home/apt;8;1;5;5;2;0;66;2017-06-29 14:56:52.421716;52.227132;21.012009
9060010;3414932;Entire home/apt;3;1;5;5;4;1;66;2017-06-29 14:52:13.217238;52.240844;21.052551
8158982;10214608;Entire home/apt;24;1;5;5;6;2;66;2017-06-29 14:52:34.082342;52.23037;21.016815
7458686;39063755;Entire home/apt;3;1;4,5;04,05,2017;6;0;66;2017-06-29 14:52:40.604825;52.223673;21.003714
7223614;13293997;Entire home/apt;109;1;5;5;7;3;66;2017-06-29 14:51:33.747465;52.235766;21.009223
6989020;15501615;Entire home/apt;49;1;4,5;04,05,2017;4;2;66;2017-06-29 14:51:31.416708;52.233922;21.016141
6650604;10214608;Entire home/apt;24;1;4,5;04,05,2017;4;2;66;2017-06-29 14:52:34.077682;52.231017;20.995485
5438950;10214608;Entire home/apt;15;1;5;5;4;2;66;2017-06-29 14:51:52.464600;52.231584;21.014044
5052216;4485503;Entire home/apt;0;0;0;0;4;0;66;2017-06-29 14:55:51.581628;52.235411;21.008783
5049719;4485503;Private room;4;1;4,5;04,05,2017;4;1;66;2017-06-29 13:40:04.314785;52.234876;21.009029
4703673;23335055;Entire home/apt;49;1;5;5;4;2;66;2017-06-29 14:51:29.524051;52.226118;21.011239
4543903;23560937;Entire home/apt;0;0;0;0;4;1;66;2017-06-29 15:03:03.639041;52.240462;20.909612
4373821;10032424;Entire home/apt;21;1;4;4;4;2;66;2017-06-29 14:55:49.906611;52.227015;21.008385
4357337;13864058;Entire home/apt;31;1;5;5;4;1;66;2017-06-29 14:51:31.400994;52.245056;21.014123
2451242;10214608;Entire home/apt;39;1;5;5;6;1;66;2017-06-29 14:51:39.389449;52.235459;21.006804
916838;800327;Entire home/apt;11;1;4,5;04,05,2017;3;1;66;2017-06-29 14:52:00.574185;52.254143;21.050468
491779;2430454;Entire home/apt;11;1;5;5;3;1;66;2017-06-29 14:56:51.243934;52.225615;20.982113
255971;1345773;Entire home/apt;14;1;4,5;04,05,2017;5;2;66;2017-06-29 14:53:37.819918;52.243134;21.003424
16960678;7691879;Entire home/apt;0;0;0;0;4;2;65;2017-06-29 14:52:09.870488;52.200544;20.979626
14999045;16054261;Entire home/apt;19;1;4;4;4;1;65;2017-06-29 14:51:43.271958;52.24167;20.994903
11770442;4485503;Entire home/apt;0;0;0;0;5;1;65;2017-06-29 14:55:53.371818;52.23578;21.00799
11296192;16054261;Entire home/apt;43;1;4,5;04,05,2017;4;1;65;2017-06-29 14:51:33.729035;52.244869;21.008066
7179470;6806322;Entire home/apt;1;0;0;0;3;1;65;2017-06-29 14:52:37.942872;52.235038;20.985381
19393090;16054261;Entire home/apt;0;0;0;0;4;1;64;2017-06-29 14:51:45.359130;52.202435;21.046364
19378909;25401167;Private room;0;0;0;0;4;2;64;2017-06-29 13:40:04.309973;52.218757;20.99138
18194412;12771578;Entire home/apt;0;0;0;0;4;2;64;2017-06-29 14:52:14.928188;52.224618;21.039438
18065500;120055329;Entire home/apt;0;0;0;0;4;0;64;2017-06-29 14:53:29.512876;52.250681;21.033419
18064750;120055329;Entire home/apt;0;0;0;0;4;0;64;2017-06-29 14:53:29.488811;52.249322;21.032643
18064329;120055329;Entire home/apt;0;0;0;0;4;0;64;2017-06-29 14:52:43.370388;52.249522;21.032585
18001327;4485503;Entire home/apt;0;0;0;0;4;0;64;2017-06-29 14:51:54.436775;52.23545;21.010384
17846256;122087262;Entire home/apt;10;1;5;5;4;1;64;2017-06-29 14:52:11.682579;52.233608;21.062046
17646489;120054427;Entire home/apt;1;0;0;0;2;1;64;2017-06-29 14:52:09.857504;52.233538;20.990712
17520360;2384053;Entire home/apt;0;0;0;0;3;0;64;2017-06-29 14:52:04.097888;52.253286;21.008124
17391324;2384053;Entire home/apt;1;0;0;0;4;1;64;2017-06-29 14:51:58.621925;52.191563;21.014902
17144462;24227684;Entire home/apt;19;1;4,5;04,05,2017;4;1;64;2017-06-29 14:51:31.381724;52.236585;21.007568
16746570;111097509;Entire home/apt;20;1;5;5;6;2;64;2017-06-29 14:51:39.375315;52.181584;20.975235
16531922;107863495;Entire home/apt;21;1;5;5;6;2;64;2017-06-29 14:51:31.410911;52.201116;21.023185
16284950;2425151;Entire home/apt;0;0;0;0;4;2;64;2017-06-29 14:53:37.829685;52.242536;20.999729
13757918;69057039;Entire home/apt;3;1;5;5;4;1;64;2017-06-29 14:52:00.579435;52.248955;21.012411
13757519;19839617;Entire home/apt;2;0;0;0;2;1;64;2017-06-29 14:52:14.931099;52.249669;21.038537
13220985;18710849;Entire home/apt;26;1;5;5;4;1;64;2017-06-29 14:51:52.435327;52.237219;21.009906
12098594;10296758;Entire home/apt;8;1;5;5;2;1;64;2017-06-29 14:52:38.818356;52.253026;21.035367
12033354;64405964;Entire home/apt;0;0;0;0;2;0;64;2017-06-29 14:53:39.627686;52.240461;21.000071
11551545;3248211;Entire home/apt;3;1;4,5;04,05,2017;4;2;64;2017-06-29 14:52:14.917065;52.230078;21.052411
10516078;36451338;Entire home/apt;12;1;5;5;4;1;64;2017-06-29 14:51:41.480532;52.244754;20.995231
10461645;40122948;Entire home/apt;57;1;5;5;3;0;64;2017-06-29 14:51:35.103475;52.23529;20.984519
10093164;11426387;Entire home/apt;10;1;4;4;4;2;64;2017-06-29 14:53:19.087623;52.245735;21.00618
9964358;21676001;Entire home/apt;11;1;5;5;4;2;64;2017-06-29 14:51:31.390446;52.20259;21.021909
8649487;33229200;Entire home/apt;14;1;5;5;4;1;64;2017-06-29 14:52:40.597391;52.241621;20.899029
8639381;43473971;Entire home/apt;11;1;4,5;04,05,2017;4;2;64;2017-06-29 14:52:30.270474;52.25429;21.03511
8546652;15501615;Entire home/apt;30;1;4;4;6;2;64;2017-06-29 14:51:45.381185;52.23353;21.025422
7589629;20522338;Entire home/apt;120;1;5;5;5;2;64;2017-06-29 14:51:29.503927;52.238811;20.98803
7586847;18567010;Entire home/apt;3;0;3,5;03,05,2017;4;1;64;2017-06-29 14:51:54.443570;52.231676;21.00009
7443382;2384053;Entire home/apt;18;1;4;4;4;1;64;2017-06-29 14:51:45.378592;52.250683;21.008721
7178870;6806322;Entire home/apt;2;0;0;0;2;0;64;2017-06-29 14:51:54.433838;52.235675;20.984097
6207821;2384053;Entire home/apt;0;0;0;0;4;1;64;2017-06-29 14:56:55.795955;52.196098;20.962975
5814493;20422117;Entire home/apt;118;1;5;5;4;0;64;2017-06-29 14:51:29.540549;52.238188;21.009709
5577527;2384053;Entire home/apt;10;1;4,5;04,05,2017;4;1;64;2017-06-29 14:52:04.072741;52.174445;20.99571
5460488;7793268;Entire home/apt;72;1;4,5;04,05,2017;2;1;64;2017-06-29 14:51:33.744774;52.247579;21.01252
5187625;26399069;Entire home/apt;0;0;0;0;2;1;64;2017-06-29 14:56:58.992853;52.195991;20.963398
5108875;26399069;Entire home/apt;1;0;0;0;2;1;64;2017-06-29 14:57:00.545875;52.197353;20.961358
4713868;24309020;Entire home/apt;0;0;0;0;2;1;64;2017-06-29 14:58:59.311331;52.231299;21.013385
4141041;9869268;Entire home/apt;38;1;5;5;4;1;64;2017-06-29 14:52:02.492330;52.210298;21.030654
4006903;6806322;Entire home/apt;2;0;0;0;4;1;64;2017-06-29 14:56:33.755702;52.234934;20.97979
3019782;10032424;Entire home/apt;4;1;4,5;04,05,2017;4;1;64;2017-06-29 14:53:41.180705;52.240271;20.993909
2907770;13842013;Entire home/apt;123;1;5;5;2;1;64;2017-06-29 14:51:29.538303;52.22623;21.00966
1217172;1863302;Entire home/apt;3;1;4;4;4;1;64;2017-06-29 15:00:07.239569;52.231356;20.989897
961417;2384053;Entire home/apt;19;1;5;5;4;1;64;2017-06-29 14:51:48.296520;52.258002;20.992668
574087;1548876;Entire home/apt;15;1;4,5;04,05,2017;4;1;64;2017-06-29 14:53:56.185410;52.219892;21.015383
510364;2477014;Entire home/apt;86;1;5;5;4;2;64;2017-06-29 14:51:29.501135;52.231249;21.011129
